Object ID,Pathways,Chimeric?,Common-Name,Credits,Data-Source,Engineered?,Enzymes-Not-Used,Hypothetical-Reactions,In-Pathway,Key-Reactions,Names,Primary-Products,Primary-Reactants,Rate-Limiting-Step,Reaction-List,Regulated-By,Score,Species,Sub-Pathways,Synonyms,Taxonomic-Range,Variants?,Super-Pathways,Link
PWY-7854,PWY-7854,T,crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered),SRI // caspi,,T,HS04862-MONOMER // CPLX-1403 // AT5G03860-MONOMER // CPLX-7508 // CPLX66-340 // CPLX-7064 // CPLX-7544 // CPLX-9178,,,,crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered) // CO<sub>2</sub> fixation (engineered) // CETCH 5.4 cycle // crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle // carbon dioxide fixation (engineered),MAL,,,MALSYN-RXN // RXN-18387 // RXN-11002 // RXN-18381 // RXN-15977 // RXN-8957 // RXN-16391 // RXN-8958 // RXN-8960 // RXN-8961 // RXN-18384 // METHYLMALONYL-COA-MUT-RXN // RXN-8891 // RXN-8890,,,TAX-1534 // TAX-511145 // TAX-9606 // TAX-272630 // TAX-338192 // TAX-1061 // TAX-1063 // ORG-5993,,CO<sub>2</sub> fixation (engineered) // CETCH 5.4 cycle // crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle // carbon dioxide fixation (engineered),TAX-2759 // TAX-2 // TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7854
PWY-8434,PWY-8434,T,cucurbitacin biosynthesis,SRI // caspi,,,,,,,cucurbitacin biosynthesis,,,,RXN-23696 // RXN-23681 // RXN-23695 // RXN-23689 // RXN-23688 // RXN-23680 // RXN-23687 // RXN-23686 // RXN-23685 // RXN-23684 // RXN-23683 // RXN-23682 // RXN-18955 // RXN-12327,,,TAX-3654 // TAX-3656 // TAX-3659 // TAX-3663 // TAX-190515,,,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8434
PWY-8358,PWY-8358,,curacin A biosynthesis,SRI // caspi,,,,,,,curacin A biosynthesis,,,,MALONYL-COA-DECARBOXYLASE-RXN // RXN-23055 // RXN-23054 // RXN-23053 // RXN-23052 // RXN-23051 // RXN-23050 // RXN-23049 // RXN-23048 // RXN-23047 // RXN-19464 // RXN-23045 // RXN-23044 // RXN-23043 // RXN-23042 // RXN-23041 // RXN-23040 // RXN-23039 // RXN-23038 // RXN-23037 // RXN-23036 // RXN-23035,,,TAX-489825,,,TAX-1117,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8358
PWY-6257,PWY-6257,,curcumene biosynthesis,O-28 // pujar,,,,,,,curcumene biosynthesis,,,,RXN-10599 // RXN-10598 // RXN-10597,,,TAX-136217 // TAX-62890 // TAX-28511 // TAX-94328,,,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6257
PWY0-1527,PWY0-1527,,curcumin degradation,SRI // fulcher,,,,,,,curcumin degradation // curcumin metabolism,CPD-13315,CPD-6602,,RXN0-6677 // RXN0-6676,,,TAX-511145,,curcumin metabolism,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1527
PWY-4421,PWY-4421,,curcumin glucoside biosynthesis,O-28 // THE-ARABIDOPSIS-INFORMATION-RESOURCE // hartmut,,,,,,,curcumin glucoside biosynthesis,,,,RXN-13814 // RXN-13813 // RXN-7067 // RXN-7066 // RXN-7065 // RXN-7064 // RXN-7063 // RXN-7062,,,TAX-4058,,,TAX-3398,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-4421
PWY-6432,PWY-6432,,curcuminoid biosynthesis,SRI // PMN // caspi // THE-ARABIDOPSIS-INFORMATION-RESOURCE // dreher,,,,,,,curcuminoid biosynthesis,,,,RXN-21158 // RXN-21157 // RXN-21156 // RXN-21155 // RXN-11254 // RXN-21154 // CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN // 4-COUMARATE--COA-LIGASE-RXN // RXN-11220 // RXN-11221,,,TAX-136217,,,TAX-99568,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6432
PWY-282,PWY-282,,cuticular wax biosynthesis,THE-ARABIDOPSIS-INFORMATION-RESOURCE // zhang,,,,,,,cuticular wax biosynthesis,,,,RXNQT-4193 // RXNQT-4192 // RXN-1025 // RXN-1023 // RXN-1022 // RXN-1021,,,ORG-5993,,,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-282
PWY-321,PWY-321,,cutin biosynthesis,SRI // PMN // caspi // THE-ARABIDOPSIS-INFORMATION-RESOURCE // zhang,,,AT1G69500-MONOMER // AT3G05970-MONOMER // AT5G27600-MONOMER // AT1G64400-MONOMER // AT2G04350-MONOMER // AT2G47240-MONOMER // AT4G11030-MONOMER // AT4G23850-MONOMER // AT1G77590-MONOMER,,,,cutin biosynthesis // cutin monomer biosynthesis,,,,RXN-16389 // RXN-16398 // PALMITOYL-COA-HYDROLASE-RXN // RXN-16417 // RXN-16416 // RXN-9666 // RXN-16400 // RXN-1065 // RXN-9802 // RXN-9807 // RXN-9806 // RXN-9805 // RXN-9804 // RXN-9803 // RXN-1064 // RXN-1062,,,TAX-3847 // TAX-39947 // TAX-4530 // ORG-5993,,cutin monomer biosynthesis,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-321
CYANCAT-PWY,CYANCAT-PWY,,cyanate degradation,SRI // O-18 // riley // keseler,,,CPLX0-7521,,,R524-RXN,cyanate degradation // cyanate catabolism,AMMONIUM // CARBON-DIOXIDE,CPD-69,,R524-RXN // RXN0-5224 // RXN0-5222,,,TAX-511145 // TAX-294 // ORG-5993,,cyanate catabolism,TAX-33090 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=CYANCAT-PWY
P401-PWY,P401-PWY,,cyanide degradation,O-18 // pellegrini-toole,,,,,,,cyanide degradation,CPD-603,HCN,,L-3-CYANOALANINE-SYNTHASE-RXN,,,TAX-536,,,TAX-33090 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=P401-PWY
ASPSYNII-PWY,ASPSYNII-PWY,,cyanide detoxification I,O-28 // hartmut,,,,,,,cyanide detoxification I // &beta;-cyanoalanine biosynthesis // asparagine biosynthesis II,,,,3.5.5.4-RXN // 3-CYANOALANINE-HYDRATASE-RXN // L-3-CYANOALANINE-SYNTHASE-RXN,,,TAX-3847 // TAX-4513 // TAX-4006 // TAX-3871 // TAX-3750 // TAX-4097 // TAX-3888 // TAX-4558 // TAX-3562 // ORG-5993,,&beta;-cyanoalanine biosynthesis // asparagine biosynthesis II,TAX-3193,,,HTTPS://metacyc.org/pathway?orgid=META&id=ASPSYNII-PWY
PWY-7142,PWY-7142,,cyanide detoxification II,SRI // caspi,,,,,,CYANIDE-HYDRATASE-RXN,cyanide detoxification II,,,,FORMAMIDASE-RXN // CYANIDE-HYDRATASE-RXN,,,TAX-1682391 // TAX-183477,,,TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7142
PWY-7464,PWY-7464,,"cyanidin 3,7-diglucoside polyacylation biosynthesis",O-28 // hartmut,,,,,,,"cyanidin 3,7-diglucoside polyacylation biosynthesis",,,,RXN-15374 // RXN-15373 // RXN-15372,,,TAX-85439,,,TAX-3398,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7464
PWY-7256,PWY-7256,,cyanidin diglucoside biosynthesis (acyl-glucose dependent),O-28 // hartmut,,,,,,,cyanidin diglucoside biosynthesis (acyl-glucose dependent),,,,RXN-14446 // RXN-14436 // RXN-14435 // RXN-14434 // RXN-13969 // RXN-14432 // RXN-13967 // RXN-13970,,,TAX-51501 // TAX-85439 // TAX-3570,,,TAX-3398,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7256
PWY-7452,PWY-7452,,cyanidin dimalonylglucoside biosynthesis,O-28 // hartmut,,,,,,,cyanidin dimalonylglucoside biosynthesis,,,,RXN-15336 // RXN-15335,,,TAX-41568 // TAX-101596 // TAX-98709,,,TAX-4210,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7452
PWY-7052,PWY-7052,,cyanophycin metabolism,SRI // caspi,,,,,,6.3.2.30-RXN // 6.3.2.29-RXN,cyanophycin metabolism,,,,RXN-21711 // RXN-13440 // RXN-13439 // 3.4.15.6-RXN // 6.3.2.30-RXN // 6.3.2.29-RXN,,,TAX-103690 // TAX-62977 // TAX-113355 // TAX-1148 // TAX-197221,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7052
PWY-8025,PWY-8025,,cyanuric acid degradation I,SRI // caspi,,,,,,,cyanuric acid degradation I,CARBON-DIOXIDE // AMMONIUM,CYANURIC-ACID,,RXN0-5222 // RXN-20065 // RXN-20064 // RXN-20063 // RXN-20062,,,TAX-80869 // TAX-47660,,,TAX-4751 // TAX-1224,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8025
PWY-5169,PWY-5169,,cyanuric acid degradation II,SRI // caspi,,,,,PWY-5724,,cyanuric acid degradation II,CARBON-DIOXIDE // AMMONIUM,CYANURIC-ACID,,RXN-20062 // RXN-20066 // RXN0-5222 // RXN-20065 // RXN-8930,,,TAX-216596,,,TAX-4751 // TAX-1224,,PWY-5724,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5169
PWY-8409,PWY-8409,,cyathin biosynthesis,SRI // caspi,,,,,,,cyathin biosynthesis,,,,RXN-23534 // RXN-23533 // RXN-23532 // RXN-23531 // RXN-23530,,,TAX-380649 // TAX-380658 // TAX-91752,,,TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8409
PWY-8098,PWY-8098,,"cyclic 2,3-bisphosphoglycerate biosynthesis",SRI // caspi,,,,,,,"cyclic 2,3-bisphosphoglycerate biosynthesis",,,,RXN-20987 // RXN-20986,,,TAX-2180,,,TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8098
PWY-8490,PWY-8490,,"cyclic &beta;-1,2-glucan biosynthesis",SRI // caspi,,,,,,,"cyclic &beta;-1,2-glucan biosynthesis",,,,RXN-22507 // RXN-22506 // RXN-24316 // RXN-24315,,,TAX-359391 // TAX-108150,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8490
PWY-8270,PWY-8270,,cyclic electron flow,SRI // caspi,,,,,,,cyclic electron flow,,,,RXN-22408 // RXN-15479 // PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN,,,TAX-3055 // TAX-84588 // TAX-1140 // TAX-1148 // ORG-5993,,,TAX-1117 // TAX-39119 // TAX-38254 // TAX-29197 // TAX-38410 // TAX-5747 // TAX-2864 // TAX-877183 // TAX-2836 // TAX-3027 // TAX-2830 // TAX-2833 // TAX-3041 // TAX-33682 // TAX-2763 // TAX-2870 // TAX-2825 // TAX-2 // TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8270
PWY-8028,PWY-8028,,cycloartenol biosynthesis,SRI // caspi,,,,,PWY-7156,,cycloartenol biosynthesis,,,,CYCLOARTENOL-SYNTHASE-RXN,,,TAX-13818 // TAX-38783 // TAX-3055 // TAX-184914 // TAX-43 // TAX-191579 // TAX-3847 // TAX-61147 // TAX-1384459 // TAX-4097 // TAX-39947 // TAX-4054 // TAX-98588 // TAX-41 // TAX-4577 // ORG-5993,,,TAX-2870 // TAX-5752 // TAX-3035 // TAX-2836 // TAX-554915 // TAX-2763 // TAX-356 // TAX-976 // TAX-29 // TAX-33090,,PWY-7156,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8028
PWY-8317,PWY-8317,,cyclobis-(1&rarr;6)-&alpha;-nigerosyl biosynthesis,SRI // caspi,,,,,,,cyclobis-(1&rarr;6)-&alpha;-nigerosyl biosynthesis,CPD-19461,MALTOTETRAOSE,,RXN-22636 // RXN-22635 // RXN-22634,,,TAX-1665 // TAX-1245 // TAX-1459,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8317
PWY-7828,PWY-7828,,cyclobis-(1&rarr;6)-&alpha;-nigerosyl degradation,SRI // caspi,,,,,,,cyclobis-(1&rarr;6)-&alpha;-nigerosyl degradation,GLC // Glucopyranose,CPD-19461,,RXN-18147 // RXN-18151 // RXN-18149,,,TAX-182640,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7828
PWY-8044,PWY-8044,,cyclohexane-1-carboxyl-CoA biosynthesis,SRI // caspi,,,,,,,cyclohexane-1-carboxyl-CoA biosynthesis // cyclohexane-1-carboxylate biosynthesis,CPD-577,,,RXN-20430 // RXN-20423 // RXN-20422 // RXN-20421 // RXN-20420 // RXN-20419 // RXN-20418 // RXN-20417 // RXN-20416,,,TAX-42684 // TAX-67297 // TAX-1245512,,cyclohexane-1-carboxylate biosynthesis,TAX-201174,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8044
PWY-301,PWY-301,,cyclohexane-1-carboxylate degradation I (anaerobic),SRI // O-16 // caspi // krieger,,,,,,,cyclohexane-1-carboxylate degradation I (anaerobic) // anaerobic cyclohexane carboxylate degradation // anaerobic cyclohexane-1-carboxylate degradation,CPD-533,CPD-575,,RXN-8032 // 1.1.1.259-RXN // RXN-8031 // 1.3.1.62-RXN // R268-RXN // R267-RXN // R266-RXN // R282-RXN // R281-RXN,,,TAX-1076,,anaerobic cyclohexane carboxylate degradation // anaerobic cyclohexane-1-carboxylate degradation,TAX-1224,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-301
PWY-8485,PWY-8485,,cyclohexane-1-carboxylate degradation II (anaerobic),SRI // caspi,,,,,,,cyclohexane-1-carboxylate degradation II (anaerobic) // anaerobic cyclohexane carboxylate degradation // anaerobic cyclohexane-1-carboxylate degradation,CPD-533,CPD-575,,RXN-24277 // RXN-8032 // 1.1.1.259-RXN // RXN-15013 // RXN-15012 // HADTHAUERA-RXN // 4.2.1.100-RXN // R265-RXN // R282-RXN,,,TAX-28232,,anaerobic cyclohexane carboxylate degradation // anaerobic cyclohexane-1-carboxylate degradation,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8485
PWY-8486,PWY-8486,,cyclohexane-1-carboxylate degradation III (aerobic),SRI // caspi,,,,,,,cyclohexane-1-carboxylate degradation III (aerobic) // aerobic cyclohexane carboxylate degradation // aerobic cyclohexane-1-carboxylate degradation // aromatization pathway of cyclohexane-1-carboxylate,CPD-533,CPD-575,,RXN-24284 // RXN-24283 // RXN-24282 // RXN-24280 // 4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN // 1.1.1.226-RXN,,,TAX-322009 // ORG-57118,,aerobic cyclohexane carboxylate degradation // aerobic cyclohexane-1-carboxylate degradation // aromatization pathway of cyclohexane-1-carboxylate,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8486
CYCLOHEXANOL-OXIDATION-PWY,CYCLOHEXANOL-OXIDATION-PWY,,cyclohexanol degradation,SRI // caspi // hying,,,,,,CYCLOHEXANOL-DEHYDROGENASE-RXN,cyclohexanol degradation,ADIPATE,CYCLOHEXANOL,,6-HEXANOLIDE-HYDROLYSIS-RXN // 6-HYDROXYHEXANOATE-OXIDATION-RXN // 6-OXOHEXANOATE-OXIDATION-RXN // CYCLOHEXANONE-MONOOXYGENASE-RXN // CYCLOHEXANOL-DEHYDROGENASE-RXN,,,TAX-1818 // TAX-279 // TAX-86174 // TAX-287 // TAX-286 // TAX-481 // TAX-1698 // TAX-398520 // TAX-135835 // TAX-40214 // ORG-6002,,,TAX-1224 // TAX-201174,,,HTTPS://metacyc.org/pathway?orgid=META&id=CYCLOHEXANOL-OXIDATION-PWY
PWY-7482,PWY-7482,,cyclooctatin biosynthesis,SRI // caspi,,,,,,,cyclooctatin biosynthesis,,,,RXN-15429 // RXN-15431 // RXN-15430,,,TAX-67327,,,TAX-201174,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7482
PWY-8477,PWY-8477,,cyclopamine biosynthesis,SRI // caspi,,,,,,,cyclopamine biosynthesis,,,,RXN18C3-235 // RXN18C3-3 // RXN-24031 // RXN-24032 // RXN-24033 // RXN-24030 // RXN-24029,,,TAX-50242,,,TAX-4667,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8477
PWY-8443,PWY-8443,,cyclosporin A biosynthesis,SRI // caspi,,,,,,,cyclosporin A biosynthesis,,,,RXN-23806 // RXN-23805 // RXN-23804 // RXN-23803 // RXN-23802 // RXN-23801 // THREDEHYD-RXN // RXN-23800 // RXN-20408 // RXN-23799 // RXN-23798 // RXN-23797 // RXN-23796 // ALARACECAT-RXN // RXN-23795,,,TAX-29910,,,TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8443
PWY-8045,PWY-8045,,cylindrospermopsin biosynthesis,SRI // caspi,,,,,,,cylindrospermopsin biosynthesis,,,,RXN-20454 // RXN-20448 // RXN-20449 // RXN-20450 // RXN-20453 // RXN-20451 // RXN-20452 // GLYCINE-AMIDINOTRANSFERASE-RXN,,,TAX-105352 // TAX-1176 // TAX-75695 // TAX-478021 // TAX-587415 // TAX-312883 // TAX-198593,,,TAX-1117,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8045
PWY-6626,PWY-6626,,cytidine-5'-diphosphate-glycerol biosynthesis,SRI // fulcher,,,,,,RXN-11711 // RXN-11710,cytidine-5'-diphosphate-glycerol biosynthesis // CDP-2-glycerol biosynthesis,,,,RXN-11709 // RXN-11711 // RXN-11710 // RXN-11708,,,TAX-1313 // TAX-216600,,CDP-2-glycerol biosynthesis,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6626
PWY-8163,PWY-8163,,cytidylyl copper-molybdenum cofactor biosynthesis,SRI // caspi,,,,,,,cytidylyl copper-molybdenum cofactor biosynthesis // [CuSMoO2] cluster biosynthesis,CPD-23450,,,RXN-21555 // RXN-21549 // RXN-21553 // RXN-21554 // RXN-21552 // RXN-21551,,,TAX-40137,,[CuSMoO2] cluster biosynthesis,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8163
PWY-6476,PWY-6476,,cytidylyl molybdenum cofactor biosynthesis,SRI // caspi,,,,,,,cytidylyl molybdenum cofactor biosynthesis // MCD biosynthesis // molybdopterin cytosine dinucleotide biosynthesis,CPD-23445,,,RXN0-6254,,,TAX-511145,,MCD biosynthesis // molybdopterin cytosine dinucleotide biosynthesis,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6476
PWY-8165,PWY-8165,,cytidylyl molybdenum cofactor sulfurylation,SRI // caspi,,,,,,,cytidylyl molybdenum cofactor sulfurylation // sulfo-cytidylyl molybdopterin cofactor biosynthesis // MCD sulfulylation,,,,RXN-21561 // RXN-21560,,,TAX-511145 // TAX-1061,,sulfo-cytidylyl molybdopterin cofactor biosynthesis // MCD sulfulylation,TAX-2 // TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8165
PWY-8147,PWY-8147,,cytochrome <i>c</i> biogenesis (system I type),SRI // caspi,,,,,,,cytochrome <i>c</i> biogenesis (system I type) // cytochrome <i>c</i> biogenesis,HEME_C,,,TRANS-RXN-403 // RXN-21426 // RXN-21425 // RXN-21424 // RXN-21423 // RXN-21422 // RXN-21421 // RXN-20161 // RXN-21410 // RXN-21407 // RXN-21408,,,TAX-358 // TAX-375 // TAX-190650 // TAX-68909 // TAX-876 // TAX-511145 // TAX-34 // TAX-915 // TAX-5884 // TAX-294 // TAX-48482 // TAX-1061 // TAX-211586 // TAX-5890 // TAX-274 // TAX-670,,cytochrome <i>c</i> biogenesis,TAX-2818505 // TAX-200940 // TAX-556282 // TAX-33630 // TAX-2157 // TAX-1297 // TAX-33090 // TAX-28221 // TAX-1236 // TAX-28216 // TAX-28211,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8147
PWY-8146,PWY-8146,,cytochrome <i>c</i> biogenesis (system II type),SRI // caspi,,,,,,,cytochrome <i>c</i> biogenesis (system II type) // cytochrome <i>c</i> biogenesis,HEME_C,,,RXN-21406 // RXN-21403 // HOLOCYTOCHROME-C-SYNTHASE-RXN,,,TAX-224308 // TAX-520 // TAX-3055 // TAX-32025,,cytochrome <i>c</i> biogenesis,TAX-29547 // TAX-28216 // TAX-68525 // TAX-1117 // TAX-201174 // TAX-1239 // TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8146
PWY-8145,PWY-8145,,cytochrome <i>c</i> biogenesis (system III type),SRI // caspi,,,,,,,cytochrome <i>c</i> biogenesis (system III type) // cytochrome <i>c</i> biogenesis,HEME_C,,,HOLOCYTOCHROME-C-SYNTHASE-RXN,,,TAX-6239 // TAX-3052 // TAX-5782 // TAX-7227 // TAX-9606 // TAX-418103 // TAX-4932 // TAX-3066,,cytochrome <i>c</i> biogenesis,TAX-4751 // TAX-33208 // TAX-3041 // TAX-554915 // TAX-33630,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8145
PWY-2902,PWY-2902,,cytokinin-<i>O</i>-glucosides biosynthesis,THE-ARABIDOPSIS-INFORMATION-RESOURCE // tissier,,,,,,,cytokinin-<i>O</i>-glucosides biosynthesis,,,,RXN-4737 // RXN-4735 // RXN-4726 // RXN-4723,,,TAX-3884 // TAX-4577 // ORG-5993,,,TAX-3193,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-2902
PWY-2881,PWY-2881,,cytokinins 7-<i>N</i>-glucoside biosynthesis,THE-ARABIDOPSIS-INFORMATION-RESOURCE // tissier,,,,,,,cytokinins 7-<i>N</i>-glucoside biosynthesis // cytokinins conjugates biosynthesis,,,,RXN-4736 // RXN-4733 // RXN-4731 // RXN-4729 // RXN-4727 // RXN-4724 // RXN-4721,,,ORG-5993,,cytokinins conjugates biosynthesis,TAX-3193,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-2881
PWY-2901,PWY-2901,,cytokinins 9-<i>N</i>-glucoside biosynthesis,THE-ARABIDOPSIS-INFORMATION-RESOURCE // tissier,,,,,,,cytokinins 9-<i>N</i>-glucoside biosynthesis,,,,RXN-4734 // RXN-4732 // RXN-4730 // RXN-4728 // RXN-4725 // RXN-4722,,,ORG-5993,,,TAX-3193,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-2901
PWY-2841,PWY-2841,,cytokinins degradation,THE-ARABIDOPSIS-INFORMATION-RESOURCE // tissier,,,,,,,cytokinins degradation // Cytokinins oxidation,CPD-4482 // CPD-4483 // ADENOSINE // ADENINE // PRENAL,CPD-4208 // CPD-4441 // CPD-4210 // CPD-4207 // CPD-4209,,RXN-4681 // RXN-4662 // RXN-4661 // RXN-4641 // RXN-4621,,,TAX-4577 // ORG-5993,,Cytokinins oxidation,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-2841
PWY-7268,PWY-7268,,cytosolic NADPH production (yeast),O-28 // hartmut,,,MONOMER-13666 // MONOMER-13665 // G3O-34081-MONOMER,,PWY-7245,,cytosolic NADPH production (yeast),NADPH,NADH // NAD,,GLU6PDEHYDROG-RXN // NADH-KINASE-RXN // ISOCITDEH-RXN // RXN0-3962 // NAD-KIN-RXN,,,TAX-4932,,,TAX-4751,,PWY-7245,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7268
PWY-8448,PWY-8448,,D-alanine degradation,SRI // caspi,,,,,,,D-alanine degradation,,,,D-ALANINE-AMINOTRANSFERASE-RXN,,,TAX-562716,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8448
PWY0-44,PWY0-44,,D-allose degradation,SRI // keseler // O-18 // pellegrini-toole,,,,,,,D-allose degradation // D-allose catabolism,FRUCTOSE-6P,D-Allopyranose,,ALLOSE-KINASE-RXN // RXN0-304 // RXN0-303,,,TAX-511145,,D-allose catabolism,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-44
PWY-7862,PWY-7862,,D-altritol and galactitol degradation,SRI // caspi,,,,,,,D-altritol and galactitol degradation,CPD-15709,GALACTITOL // CPD-12811,,GALACTITOL-2-DEHYDROGENASE-RXN // RXN-18477 // RXN-18478 // RXN-18474,,,TAX-176299,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7862
PWY-8091,PWY-8091,,D-apionate degradation I (xylose isomerase family decarboxylase),SRI // caspi,,,,,,,D-apionate degradation I (xylose isomerase family decarboxylase),ERYTHROSE-4P,CPD-22559,,RXN-17765 // RXN-20937 // RXN-17762 // RXN-17772 // RXN-20933,,,TAX-439375 // TAX-218491 // TAX-558270,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8091
PWY-8090,PWY-8090,,D-apionate degradation II (RLP decarboxylase),SRI // caspi,,,,,,,D-apionate degradation II (RLP decarboxylase),ERYTHROSE-4P,CPD-22559,,RXN-17762 // RXN-17772 // RXN-20935 // RXN-20934 // RXN-20933,,,TAX-311403 // TAX-396598,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8090
PWY-8092,PWY-8092,,D-apionate degradation III (RLP transcarboxylase/hydrolase),SRI // caspi,,,,,,,D-apionate degradation III (RLP transcarboxylase/hydrolase),GLYCOLLATE // G3P,CPD-22559,,RXN-20936 // RXN-20934 // RXN-20933,,,TAX-1042878 // TAX-78245,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8092
PWY-8089,PWY-8089,,D-apiose degradation I,SRI // caspi,,,,,,,D-apiose degradation I,XYLULOSE-5-PHOSPHATE // DIHYDROXY-ACETONE-PHOSPHATE,CPD-22556,,RXN-20930 // RXN-20928 // RXN-20929,,,TAX-339671 // TAX-435590 // TAX-476272 // TAX-218491 // TAX-558270,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8089
PWY-8093,PWY-8093,,D-apiose degradation II (to D-apionate),SRI // caspi,,,,,,,D-apiose degradation II (to D-apionate),CPD-22559,CPD-22558,,RXN-20932 // RXN-20931,,,TAX-311403 // TAX-439375 // TAX-396598,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8093
DARABITOLUTIL-PWY,DARABITOLUTIL-PWY,,D-arabinitol degradation I,SRI // hying,,,,,PWY-5257,,D-arabinitol degradation I // D-arabitol utilization // D-arabitol degradation,XYLULOSE-5-PHOSPHATE,CPD-355,,XYLULOKIN-RXN // D-ARABINITOL-4-DEHYDROGENASE-RXN,,,TAX-498388 // TAX-548 // TAX-573 // TAX-294,,D-arabitol utilization // D-arabitol degradation,TAX-1224,,PWY-5257,HTTPS://metacyc.org/pathway?orgid=META&id=DARABITOLUTIL-PWY
PWY-8392,PWY-8392,,D-arabinitol degradation II,SRI // caspi,,,,,,,D-arabinitol degradation II // D-arabitol utilization II // D-arabitol degradation II,XYLULOSE-5-PHOSPHATE,CPD-355,,RXN-11106 // RXN-23377,,,TAX-33945 // TAX-1639,,D-arabitol utilization II // D-arabitol degradation II,TAX-1239,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8392
DARABCAT-PWY,DARABCAT-PWY,,D-arabinose degradation I,SRI // caspi,,,,,PWY-5257,D-RIBULOKIN-RXN // DARABISOM-RXN,D-arabinose degradation I // D-arabinose catabolism,RIBULOSE-5P,D-arabinopyranose,,DARABISOM-RXN // D-RIBULOKIN-RXN,,,TAX-37762,,D-arabinose catabolism,TAX-2,,PWY-5257,HTTPS://metacyc.org/pathway?orgid=META&id=DARABCAT-PWY
